,Unnamed: 0,HomeTeam,AwayTeam,HomeScore,AwayScore,Time,Ref,HomeForm,AwayForm,HomeMissingPlayers,AwayMissingPlayers,Round,GD,HomeAtt,HomeDef,HomeMid,HomeOVR,AwayAtt,AwayDef,AwayMid,AwayOVR,y,Year,Month,Day,Round_Number
126,126,Arsenal,Everton,5,1,2018-02-03 19:30:00,Neil Swarbrick,7,4,2,4,Premier League Round 26 2017/2018,4,86,80,82,83,79,79,82,80,1,2018,2,3,26
127,127,Crystal Palace,Newcastle,1,1,2018-02-04 16:15:00,Andre Marriner,7,5,7,2,Premier League Round 26 2017/2018,0,81,75,76,76,74,75,75,75,0,2018,2,4,26
128,128,Liverpool,Tottenham,2,2,2018-02-04 18:30:00,Jonathan Moss,9,11,4,4,Premier League Round 26 2017/2018,0,83,80,82,82,86,81,82,82,0,2018,2,4,26
129,129,Watford,Chelsea,4,1,2018-02-05 22:00:00,Mike Dean,5,9,4,5,Premier League Round 26 2017/2018,3,77,76,76,77,85,82,85,84,1,2018,2,5,26
130,130,Southampton,Tottenham,1,1,2018-01-21 18:00:00,Kevin Friend,5,13,4,4,Premier League Round 24 2017/2018,0,78,77,78,78,86,81,82,82,0,2018,1,21,24
131,131,Swansea,Liverpool,1,0,2018-01-22 22:00:00,Neil Swarbrick,8,15,4,5,Premier League Round 24 2017/2018,1,75,75,77,76,83,80,82,82,1,2018,1,22,24
132,132,Swansea,Arsenal,3,1,2018-01-30 21:45:00,Lee Mason,9,7,1,2,Premier League Round 25 2017/2018,2,75,75,77,76,86,80,82,83,1,2018,1,30,25
133,133,West Ham,Crystal Palace,1,1,2018-01-30 21:45:00,Neil Swarbrick,8,7,8,5,Premier League Round 25 2017/2018,0,80,78,79,79,81,75,76,76,0,2018,1,30,25
134,134,Huddersfield,Liverpool,0,3,2018-01-30 22:00:00,Kevin Friend,4,9,5,4,Premier League Round 25 2017/2018,-3,73,72,73,73,83,80,82,82,-1,2018,1,30,25
135,135,Chelsea,Bournemouth,0,3,2018-01-31 21:45:00,Lee Probert,10,6,4,4,Premier League Round 25 2017/2018,-3,85,82,85,84,76,75,74,75,-1,2018,1,31,25
136,136,Everton,Leicester,2,1,2018-01-31 21:45:00,Chris Kavanagh,1,11,4,1,Premier League Round 25 2017/2018,1,79,79,82,80,79,76,79,78,1,2018,1,31,25
137,137,Newcastle,Burnley,1,1,2018-01-31 21:45:00,Simon Hooper,7,1,4,4,Premier League Round 25 2017/2018,0,74,75,75,75,74,75,75,75,0,2018,1,31,25
138,138,Southampton,Brighton,1,1,2018-01-31 21:45:00,Mike Dean,8,7,4,5,Premier League Round 25 2017/2018,0,78,77,78,78,74,73,74,74,0,2018,1,31,25
139,139,Man City,West Brom,3,0,2018-01-31 22:00:00,Robert Madley,12,10,5,4,Premier League Round 25 2017/2018,3,84,81,85,83,80,76,75,76,1,2018,1,31,25
140,140,Stoke,Watford,0,0,2018-01-31 22:00:00,Jonathan Moss,3,4,5,4,Premier League Round 25 2017/2018,0,78,77,77,77,77,76,76,77,0,2018,1,31,25
141,141,Tottenham,Man United,2,0,2018-01-31 22:00:00,Andre Marriner,9,15,4,4,Premier League Round 25 2017/2018,2,86,81,82,82,86,81,83,83,1,2018,1,31,25
142,142,Bournemouth,Arsenal,2,1,2018-01-14 15:30:00,Kevin Friend,6,6,4,5,Premier League Round 23 2017/2018,1,76,75,74,75,86,80,82,83,1,2018,1,14,23
143,143,Liverpool,Man City,4,3,2018-01-14 18:00:00,Andre Marriner,13,13,4,5,Premier League Round 23 2017/2018,1,83,80,82,82,84,81,85,83,1,2018,1,14,23
144,144,Man United,Stoke,3,0,2018-01-15 22:00:00,Anthony Taylor,9,4,4,3,Premier League Round 23 2017/2018,3,86,81,83,83,78,77,77,77,1,2018,1,15,23
145,145,Brighton,Chelsea,0,4,2018-01-20 14:30:00,Jonathan Moss,5,7,4,4,Premier League Round 24 2017/2018,-4,74,73,74,74,85,82,85,84,-1,2018,1,20,24
146,146,Arsenal,Crystal Palace,4,1,2018-01-20 17:00:00,Chris Kavanagh,3,7,1,5,Premier League Round 24 2017/2018,3,86,80,82,83,81,75,76,76,1,2018,1,20,24
147,147,Burnley,Man United,0,1,2018-01-20 17:00:00,Mike Dean,2,11,4,4,Premier League Round 24 2017/2018,-1,74,75,75,75,86,81,83,83,-1,2018,1,20,24
148,148,Everton,West Brom,1,1,2018-01-20 17:00:00,Stuart Attwell,1,8,1,2,Premier League Round 24 2017/2018,0,79,79,82,80,80,76,75,76,0,2018,1,20,24
149,149,Leicester,Watford,2,0,2018-01-20 17:00:00,Lee Probert,8,7,5,4,Premier League Round 24 2017/2018,2,79,76,79,78,77,76,76,77,1,2018,1,20,24
150,150,Stoke,Huddersfield,2,0,2018-01-20 17:00:00,Michael Oliver,1,5,4,4,Premier League Round 24 2017/2018,2,78,77,77,77,73,72,73,73,1,2018,1,20,24
151,151,West Ham,Bournemouth,1,1,2018-01-20 17:00:00,Martin Atkinson,11,8,4,5,Premier League Round 24 2017/2018,0,80,78,79,79,76,75,74,75,0,2018,1,20,24
152,152,Man City,Newcastle,3,1,2018-01-20 19:30:00,Paul Tierney,10,8,5,4,Premier League Round 24 2017/2018,2,84,81,85,83,74,75,75,75,1,2018,1,20,24
153,153,Southampton,Crystal Palace,1,2,2018-01-02 21:45:00,Stuart Attwell,2,8,4,5,Premier League Round 22 2017/2018,-1,78,77,78,78,81,75,76,76,-1,2018,1,2,22
154,154,Swansea,Tottenham,0,2,2018-01-02 21:45:00,Robert Madley,4,12,4,4,Premier League Round 22 2017/2018,-2,75,75,77,76,86,81,82,82,-1,2018,1,2,22
155,155,West Ham,West Brom,2,1,2018-01-02 21:45:00,Mike Jones,5,3,4,4,Premier League Round 22 2017/2018,1,80,78,79,79,80,76,75,76,1,2018,1,2,22
156,156,Man City,Watford,3,1,2018-01-02 22:00:00,Lee Mason,13,3,4,4,Premier League Round 22 2017/2018,2,84,81,85,83,77,76,76,77,1,2018,1,2,22
157,157,Arsenal,Chelsea,2,2,2018-01-03 21:45:00,Anthony Taylor,11,13,5,4,Premier League Round 22 2017/2018,0,86,80,82,83,85,82,85,84,0,2018,1,3,22
158,158,Tottenham,West Ham,1,1,2018-01-04 22:00:00,Mike Dean,12,7,4,5,Premier League Round 21 2017/2018,0,86,81,82,82,80,78,79,79,0,2018,1,4,21
159,159,Chelsea,Leicester,0,0,2018-01-13 17:00:00,Mike Jones,9,5,4,4,Premier League Round 23 2017/2018,0,85,82,85,84,79,76,79,78,0,2018,1,13,23
160,160,Crystal Palace,Burnley,1,0,2018-01-13 17:00:00,Michael Oliver,5,2,7,5,Premier League Round 23 2017/2018,1,81,75,76,76,74,75,75,75,1,2018,1,13,23
161,161,Huddersfield,West Ham,1,4,2018-01-13 17:00:00,Jon Moss,6,6,5,5,Premier League Round 23 2017/2018,-3,73,72,73,73,80,78,79,79,-1,2018,1,13,23
162,162,Newcastle,Swansea,1,1,2018-01-13 17:00:00,Graham Scott,10,5,4,5,Premier League Round 23 2017/2018,0,74,75,75,75,75,75,77,76,0,2018,1,13,23
163,163,Watford,Southampton,2,2,2018-01-13 17:00:00,Roger East,6,5,4,4,Premier League Round 23 2017/2018,0,77,76,76,77,78,77,78,78,0,2018,1,13,23
164,164,West Brom,Brighton,2,0,2018-01-13 17:00:00,Martin Atkinson,5,8,2,1,Premier League Round 23 2017/2018,2,80,76,75,76,74,73,74,74,1,2018,1,13,23
165,165,Tottenham,Everton,4,0,2018-01-13 19:30:00,Craig Pawson,13,2,4,4,Premier League Round 23 2017/2018,4,86,81,82,82,79,79,82,80,1,2018,1,13,23
166,166,Bournemouth,Everton,2,1,2017-12-30 17:00:00,Lee Probert,1,9,4,4,Premier League Round 21 2017/2018,1,76,75,74,75,79,79,82,80,1,2017,12,30,21
167,167,Chelsea,Stoke,5,0,2017-12-30 17:00:00,Kevin Friend,13,4,4,5,Premier League Round 21 2017/2018,5,85,82,85,84,78,77,77,77,1,2017,12,30,21
168,168,Huddersfield,Burnley,0,0,2017-12-30 17:00:00,Paul Tierney,8,8,4,5,Premier League Round 21 2017/2018,0,73,72,73,73,74,75,75,75,0,2017,12,30,21
169,169,Liverpool,Leicester,2,1,2017-12-30 17:00:00,Neil Swarbrick,9,4,2,0,Premier League Round 21 2017/2018,1,83,80,82,82,79,76,79,78,1,2017,12,30,21
170,170,Newcastle,Brighton,0,0,2017-12-30 17:00:00,Anthony Taylor,3,4,4,1,Premier League Round 21 2017/2018,0,74,75,75,75,74,73,74,74,0,2017,12,30,21
171,171,Watford,Swansea,1,2,2017-12-30 17:00:00,Martin Atkinson,3,4,4,4,Premier League Round 21 2017/2018,-1,77,76,76,77,75,75,77,76,-1,2017,12,30,21
172,172,Man United,Southampton,0,0,2017-12-30 19:30:00,Craig Pawson,8,2,5,4,Premier League Round 21 2017/2018,0,86,81,83,83,78,77,78,78,0,2017,12,30,21
173,173,Crystal Palace,Man City,0,0,2017-12-31 14:00:00,Jonathan Moss,8,15,4,4,Premier League Round 21 2017/2018,0,81,75,76,76,84,81,85,83,0,2017,12,31,21
174,174,West Brom,Arsenal,1,1,2017-12-31 18:30:00,Mike Dean,2,11,2,1,Premier League Round 21 2017/2018,0,80,76,75,76,86,80,82,83,0,2017,12,31,21
175,175,Brighton,Bournemouth,2,2,2018-01-01 14:30:00,Michael Oliver,5,4,5,4,Premier League Round 22 2017/2018,0,74,73,74,74,76,75,74,75,0,2018,1,1,22
176,176,Burnley,Liverpool,1,2,2018-01-01 17:00:00,Roger East,6,11,5,4,Premier League Round 22 2017/2018,-1,74,75,75,75,83,80,82,82,-1,2018,1,1,22
177,177,Leicester,Huddersfield,3,0,2018-01-01 17:00:00,Graham Scott,1,6,3,3,Premier League Round 22 2017/2018,3,79,76,79,78,73,72,73,73,1,2018,1,1,22
178,178,Stoke,Newcastle,0,1,2018-01-01 17:00:00,Chris Kavanagh,4,4,5,4,Premier League Round 22 2017/2018,-1,78,77,77,77,74,75,75,75,-1,2018,1,1,22
179,179,Everton,Man United,0,2,2018-01-01 19:30:00,Andre Marriner,8,6,5,7,Premier League Round 22 2017/2018,-2,79,79,82,80,86,81,83,83,-1,2018,1,1,22
180,180,Tottenham,Southampton,5,2,2017-12-26 14:30:00,Graham Scott,12,3,4,4,Premier League Round 20 2017/2018,3,86,81,82,82,78,77,78,78,1,2017,12,26,20
181,181,Bournemouth,West Ham,3,3,2017-12-26 17:00:00,Robert Madley,1,7,5,4,Premier League Round 20 2017/2018,0,76,75,74,75,80,78,79,79,0,2017,12,26,20
182,182,Chelsea,Brighton,2,0,2017-12-26 17:00:00,Mike Dean,10,4,4,4,Premier League Round 20 2017/2018,2,85,82,85,84,74,73,74,74,1,2017,12,26,20
183,183,Huddersfield,Stoke,1,1,2017-12-26 17:00:00,Anthony Taylor,7,6,4,4,Premier League Round 20 2017/2018,0,73,72,73,73,78,77,77,77,0,2017,12,26,20
184,184,Man United,Burnley,2,2,2017-12-26 17:00:00,Martin Atkinson,7,7,5,5,Premier League Round 20 2017/2018,0,86,81,83,83,74,75,75,75,0,2017,12,26,20
185,185,Watford,Leicester,2,1,2017-12-26 17:00:00,Chris Kavanagh,1,7,4,4,Premier League Round 20 2017/2018,1,77,76,76,77,79,76,79,78,1,2017,12,26,20
186,186,West Brom,Everton,0,0,2017-12-26 17:00:00,Roger East,2,11,2,8,Premier League Round 20 2017/2018,0,80,76,75,76,79,79,82,80,0,2017,12,26,20
187,187,Liverpool,Swansea,5,0,2017-12-26 19:30:00,Kevin Friend,9,4,4,4,Premier League Round 20 2017/2018,5,83,80,82,82,75,75,77,76,1,2017,12,26,20
188,188,Newcastle,Man City,0,1,2017-12-27 21:45:00,Andre Marriner,3,15,4,4,Premier League Round 20 2017/2018,-1,74,75,75,75,84,81,85,83,-1,2017,12,27,20
189,189,Crystal Palace,Arsenal,2,3,2017-12-28 22:00:00,Michael Oliver,9,9,4,4,Premier League Round 20 2017/2018,-1,81,75,76,76,86,80,82,83,-1,2017,12,28,20
190,190,Arsenal,Liverpool,3,3,2017-12-22 21:45:00,Martin Atkinson,11,11,3,6,Premier League Round 19 2017/2018,0,86,80,82,83,83,80,82,82,0,2017,12,22,19
191,191,Everton,Chelsea,0,0,2017-12-23 14:30:00,Robert Madley,13,10,4,4,Premier League Round 19 2017/2018,0,79,79,82,80,85,82,85,84,0,2017,12,23,19
192,192,Brighton,Watford,1,0,2017-12-23 17:00:00,Paul Tierney,2,1,4,4,Premier League Round 19 2017/2018,1,74,73,74,74,77,76,76,77,1,2017,12,23,19
193,193,Man City,Bournemouth,4,0,2017-12-23 17:00:00,Mike Jones,12,2,4,4,Premier League Round 19 2017/2018,4,84,81,85,83,76,75,74,75,1,2017,12,23,19
194,194,Southampton,Huddersfield,1,1,2017-12-23 17:00:00,Lee Probert,2,6,4,4,Premier League Round 19 2017/2018,0,78,77,78,78,73,72,73,73,0,2017,12,23,19
195,195,Stoke,West Brom,3,1,2017-12-23 17:00:00,Neil Swarbrick,3,3,5,4,Premier League Round 19 2017/2018,2,78,77,77,77,80,76,75,76,1,2017,12,23,19
196,196,Swansea,Crystal Palace,1,1,2017-12-23 17:00:00,Craig Pawson,3,9,4,5,Premier League Round 19 2017/2018,0,75,75,77,76,81,75,76,76,0,2017,12,23,19
197,197,West Ham,Newcastle,2,3,2017-12-23 17:00:00,Lee Mason,7,1,4,4,Premier League Round 19 2017/2018,-1,80,78,79,79,74,75,75,75,-1,2017,12,23,19
198,198,Burnley,Tottenham,0,3,2017-12-23 19:30:00,Michael Oliver,10,10,4,4,Premier League Round 19 2017/2018,-3,74,75,75,75,86,81,82,82,-1,2017,12,23,19
199,199,Leicester,Man United,2,2,2017-12-23 21:45:00,Jon Moss,9,9,2,5,Premier League Round 19 2017/2018,0,79,76,79,78,86,81,83,83,0,2017,12,23,19
200,200,Leicester,Crystal Palace,0,3,2017-12-16 14:30:00,Martin Atkinson,13,9,2,5,Premier League Round 18 2017/2018,-3,79,76,79,78,81,75,76,76,-1,2017,12,16,18
201,201,Arsenal,Newcastle,1,0,2017-12-16 17:00:00,Stuart Attwell,8,1,1,2,Premier League Round 18 2017/2018,1,86,80,82,83,74,75,75,75,1,2017,12,16,18
202,202,Brighton,Burnley,0,0,2017-12-16 17:00:00,Chris Kavanagh,1,9,4,5,Premier League Round 18 2017/2018,0,74,73,74,74,74,75,75,75,0,2017,12,16,18
203,203,Chelsea,Southampton,1,0,2017-12-16 17:00:00,Roger East,10,5,4,4,Premier League Round 18 2017/2018,1,85,82,85,84,78,77,78,78,1,2017,12,16,18
204,204,Watford,Huddersfield,1,4,2017-12-16 17:00:00,Michael Oliver,4,3,4,4,Premier League Round 18 2017/2018,-3,77,76,76,77,73,72,73,73,-1,2017,12,16,18
205,205,Stoke,West Ham,0,3,2017-12-16 18:00:00,Graham Scott,3,5,4,4,Premier League Round 18 2017/2018,-3,78,77,77,77,80,78,79,79,-1,2017,12,16,18
206,206,Man City,Tottenham,4,1,2017-12-16 19:30:00,Craig Pawson,12,10,4,4,Premier League Round 18 2017/2018,3,84,81,85,83,86,81,82,82,1,2017,12,16,18
207,207,West Brom,Man United,1,2,2017-12-17 16:15:00,Anthony Taylor,4,12,4,3,Premier League Round 18 2017/2018,-1,80,76,75,76,86,81,83,83,-1,2017,12,17,18
208,208,Bournemouth,Liverpool,0,4,2017-12-17 18:30:00,Andre Marriner,3,11,4,4,Premier League Round 18 2017/2018,-4,76,75,74,75,83,80,82,82,-1,2017,12,17,18
209,209,Everton,Swansea,3,1,2017-12-18 22:00:00,Jon Moss,13,4,6,2,Premier League Round 18 2017/2018,2,79,79,82,80,75,75,77,76,1,2017,12,18,18
210,210,Burnley,Stoke,1,0,2017-12-12 21:45:00,Mike Jones,9,4,4,5,Premier League Round 17 2017/2018,1,74,75,75,75,78,77,77,77,1,2017,12,12,17
211,211,Crystal Palace,Watford,2,1,2017-12-12 22:00:00,Lee Mason,7,7,4,4,Premier League Round 17 2017/2018,1,81,75,76,76,77,76,76,77,1,2017,12,12,17
212,212,Huddersfield,Chelsea,1,3,2017-12-12 22:00:00,Andre Marriner,3,8,4,4,Premier League Round 17 2017/2018,-2,73,72,73,73,85,82,85,84,-1,2017,12,12,17
213,213,Newcastle,Everton,0,1,2017-12-13 21:45:00,Martin Atkinson,1,10,0,3,Premier League Round 17 2017/2018,-1,74,75,75,75,79,79,82,80,-1,2017,12,13,17
214,214,Southampton,Leicester,1,4,2017-12-13 21:45:00,Chris Kavanagh,5,10,4,4,Premier League Round 17 2017/2018,-3,78,77,78,78,79,76,79,78,-1,2017,12,13,17
215,215,Swansea,Man City,0,4,2017-12-13 21:45:00,Anthony Taylor,4,12,4,4,Premier League Round 17 2017/2018,-4,75,75,77,76,84,81,85,83,-1,2017,12,13,17
216,216,Liverpool,West Brom,0,0,2017-12-13 22:00:00,Paul Tierney,11,3,5,1,Premier League Round 17 2017/2018,0,83,80,82,82,80,76,75,76,0,2017,12,13,17
217,217,Man United,Bournemouth,1,0,2017-12-13 22:00:00,Graham Scott,12,6,4,4,Premier League Round 17 2017/2018,1,86,81,83,83,76,75,74,75,1,2017,12,13,17
218,218,Tottenham,Brighton,2,0,2017-12-13 22:00:00,Robert Madley,8,2,4,4,Premier League Round 17 2017/2018,2,86,81,82,82,74,73,74,74,1,2017,12,13,17
219,219,West Ham,Arsenal,0,0,2017-12-13 22:00:00,Jon Moss,4,10,2,1,Premier League Round 17 2017/2018,0,80,78,79,79,86,80,82,83,0,2017,12,13,17
220,220,West Ham,Chelsea,1,0,2017-12-09 14:30:00,Anthony Taylor,1,11,5,4,Premier League Round 16 2017/2018,1,80,78,79,79,85,82,85,84,1,2017,12,9,16
221,221,Burnley,Watford,1,0,2017-12-09 17:00:00,Lee Probert,9,7,5,5,Premier League Round 16 2017/2018,1,74,75,75,75,77,76,76,77,1,2017,12,9,16
222,222,Crystal Palace,Bournemouth,2,2,2017-12-09 17:00:00,Kevin Friend,6,8,4,4,Premier League Round 16 2017/2018,0,81,75,76,76,76,75,74,75,0,2017,12,9,16
223,223,Huddersfield,Brighton,2,0,2017-12-09 17:00:00,Stuart Attwell,3,5,3,1,Premier League Round 16 2017/2018,2,73,72,73,73,74,73,74,74,1,2017,12,9,16
224,224,Swansea,West Brom,1,0,2017-12-09 17:00:00,Mike Dean,1,3,1,5,Premier League Round 16 2017/2018,1,75,75,77,76,80,76,75,76,1,2017,12,9,16
225,225,Tottenham,Stoke,5,1,2017-12-09 17:00:00,Roger East,8,5,4,4,Premier League Round 16 2017/2018,4,86,81,82,82,78,77,77,77,1,2017,12,9,16
226,226,Newcastle,Leicester,2,3,2017-12-09 19:30:00,Neil Swarbrick,1,8,1,1,Premier League Round 16 2017/2018,-1,74,75,75,75,79,76,79,78,-1,2017,12,9,16
227,227,Southampton,Arsenal,1,1,2017-12-10 14:00:00,Robert Madley,4,9,4,4,Premier League Round 16 2017/2018,0,78,77,78,78,86,80,82,83,0,2017,12,10,16
228,228,Liverpool,Everton,1,1,2017-12-10 16:15:00,Craig Pawson,11,9,7,6,Premier League Round 16 2017/2018,0,83,80,82,82,79,79,82,80,0,2017,12,10,16
229,229,Man United,Man City,1,2,2017-12-10 18:30:00,Michael Oliver,12,12,4,4,Premier League Round 16 2017/2018,-1,86,81,83,83,84,81,85,83,-1,2017,12,10,16
230,230,Chelsea,Newcastle,3,1,2017-12-02 14:30:00,Kevin Friend,13,1,4,4,Premier League Round 15 2017/2018,2,85,82,85,84,74,75,75,75,1,2017,12,2,15
231,231,Brighton,Liverpool,1,5,2017-12-02 17:00:00,Graham Scott,6,11,1,4,Premier League Round 15 2017/2018,-4,74,73,74,74,83,80,82,82,-1,2017,12,2,15
232,232,Everton,Huddersfield,2,0,2017-12-02 17:00:00,Chris Kavanagh,7,3,6,4,Premier League Round 15 2017/2018,2,79,79,82,80,73,72,73,73,1,2017,12,2,15
233,233,Leicester,Burnley,1,0,2017-12-02 17:00:00,Paul Tierney,8,12,6,4,Premier League Round 15 2017/2018,1,79,76,79,78,74,75,75,75,1,2017,12,2,15
234,234,Stoke,Swansea,2,1,2017-12-02 17:00:00,Craig Pawson,5,1,4,4,Premier League Round 15 2017/2018,1,78,77,77,77,75,75,77,76,1,2017,12,2,15
235,235,Watford,Tottenham,1,1,2017-12-02 17:00:00,Martin Atkinson,6,7,4,4,Premier League Round 15 2017/2018,0,77,76,76,77,86,81,82,82,0,2017,12,2,15
236,236,West Brom,Crystal Palace,0,0,2017-12-02 17:00:00,Michael Oliver,2,6,5,7,Premier League Round 15 2017/2018,0,80,76,75,76,81,75,76,76,0,2017,12,2,15
237,237,Arsenal,Man United,1,3,2017-12-02 19:30:00,Andre Marriner,9,9,1,4,Premier League Round 15 2017/2018,-2,86,80,82,83,86,81,83,83,-1,2017,12,2,15
238,238,Bournemouth,Southampton,1,1,2017-12-03 15:30:00,Jonathan Moss,7,4,4,4,Premier League Round 15 2017/2018,0,76,75,74,75,78,77,78,78,0,2017,12,3,15
239,239,Man City,West Ham,2,1,2017-12-03 18:00:00,Mike Dean,15,2,4,4,Premier League Round 15 2017/2018,1,84,81,85,83,80,78,79,79,1,2017,12,3,15
240,240,Brighton,Crystal Palace,0,0,2017-11-28 21:45:00,Andre Marriner,8,5,1,2,Premier League Round 14 2017/2018,0,74,73,74,74,81,75,76,76,0,2017,11,28,14
241,241,Leicester,Tottenham,2,1,2017-11-28 21:45:00,Anthony Taylor,8,10,4,4,Premier League Round 14 2017/2018,1,79,76,79,78,86,81,82,82,1,2017,11,28,14
242,242,Watford,Man United,2,4,2017-11-28 22:00:00,Jonathan Moss,6,9,4,4,Premier League Round 14 2017/2018,-2,77,76,76,77,86,81,83,83,-1,2017,11,28,14
243,243,West Brom,Newcastle,2,2,2017-11-28 22:00:00,Lee Probert,1,3,4,4,Premier League Round 14 2017/2018,0,80,76,75,76,74,75,75,75,0,2017,11,28,14
244,244,Bournemouth,Burnley,1,2,2017-11-29 21:45:00,Roger East,10,9,4,4,Premier League Round 14 2017/2018,-1,76,75,74,75,74,75,75,75,-1,2017,11,29,14
245,245,Arsenal,Huddersfield,5,0,2017-11-29 21:45:00,Graham Scott,7,6,1,2,Premier League Round 14 2017/2018,5,86,80,82,83,73,72,73,73,1,2017,11,29,14
246,246,Chelsea,Swansea,1,0,2017-11-29 21:45:00,Neil Swarbrick,10,1,4,4,Premier League Round 14 2017/2018,1,85,82,85,84,75,75,77,76,1,2017,11,29,14
247,247,Everton,West Ham,4,0,2017-11-29 22:00:00,Michael Oliver,4,5,4,4,Premier League Round 14 2017/2018,4,79,79,82,80,80,78,79,79,1,2017,11,29,14
248,248,Man City,Southampton,2,1,2017-11-29 22:00:00,Paul Tierney,15,7,5,4,Premier League Round 14 2017/2018,1,84,81,85,83,78,77,78,78,1,2017,11,29,14
249,249,Stoke,Liverpool,0,3,2017-11-29 22:00:00,Martin Atkinson,5,11,5,4,Premier League Round 14 2017/2018,-3,78,77,77,77,83,80,82,82,-1,2017,11,29,14
250,250,West Ham,Leicester,1,1,2017-11-24 22:00:00,Martin Atkinson,4,10,3,1,Premier League Round 13 2017/2018,0,80,78,79,79,79,76,79,78,0,2017,11,24,13
251,251,Crystal Palace,Stoke,2,1,2017-11-25 17:00:00,Mike Dean,2,5,6,5,Premier League Round 13 2017/2018,1,81,75,76,76,78,77,77,77,1,2017,11,25,13
